BEDSCode,recType,name,currentCounts_onSitePositiveStudents,currentCounts_onSitePositiveTeachers,currentCounts_onSitePositiveStaff,StreetAddress,City,State,Zip+4,longitude,latitude
320700861018,Charter,NEW VISIONS CHARTER HIGH SCHOOL FOR THE HUMANITIES II,0,0,0,455 SOUTHERN BLVD,BRONX,NY,10455,-73.907528,40.810671
320700861028,Charter,FAMILY LIFE ACADEMY CHARTER SCHOOL II,0,0,0,296 E 140TH ST,BRONX,NY,104541125,-73.925416,40.811562
320700861035,Charter,SOUTH BRONX CLASSICAL CHARTER SCHOOL II,0,0,0,977 FOX ST,BRONX,NY,10454,-73.925459,40.808194
320700861057,Charter,NEW AMERICAN ACADEMY CHARTER SCHOOL (THE),0,0,0,403 CONCORD AVE,BRONX,NY,10454,-73.9097575,40.8092794
320700861062,Charter,AMERICAN DREAM CHARTER SCHOOL,0,0,0,510 E 141ST ST-4TH FL,BRONX,NY,10454,-73.917417,40.809023
320700861070,Charter,FAMILY LIFE ACADEMY CHARTER SCHOOL III,0,0,0,370 GERARD AVE,BRONX,NY,10451,-73.929949,40.816245
320700861080,Charter,STOREFRONT ACADEMY CHARTER SCHOOL,0,0,0,609 JACKSON AVE,BRONX,NY,10455,-73.908773,40.814952
320700861100,Charter,SOUTH BRONX COMMUNITY CHARTER HIGH SCHOOL,0,0,0,730 CONCOURSE VILLAGE WEST,BRONX,NY,10451,-73.922366,40.821828
320700861106,Charter,BRILLA VERITAS CHARTER SCHOOL,0,0,0,600 E 156TH ST,BRONX,NY,10455,-73.921481,40.815311
320700861114,Charter,LEGACY COLLEGE PREPARATORY CHARTER SCHOOL,0,0,0,400 E 145TH ST,BRONX,NY,10454,-73.919979,40.813077
320700861135,Charter,,,,,338 E 146TH ST,BRONX,NY,10451,-73.9213385,40.8153244
320700861137,Charter,NEIGHBORHOOD CHARTER SCHOOL - BRONX,0,0,0,411 WALES AVE,BRONX,NY,10454,-73.909019,40.808963
320700861139,Charter,URBAN DOVE TEAM CHARTER SCHOOL II,0,0,0,860 FOREST AVE,BRONX,NY,10456,-73.905097,40.820858
320700861141,Charter,ZETA CHARTER SCHOOL - BRONX 1,0,0,0,222 ALEXANDER AVE,BRONX,NY,10454,-73.924847,40.809462
320700861145,Charter,CREO COLLEGE PREPARATORY CHARTER SCHOOL,0,0,0,111 BROADWAY-STE 604,NEW YORK,NY,10006,-73.925045,40.820059
320700861154,Charter,AECI II:  NYC CHARTER HIGH SCHOOL FOR COMPUTER ENGINEERING AND INNOVATION,0,0,0,423 EAST 138TH ST,BRONX,NY,10454,-73.921888,40.808703
320700861167,Charter,DREAM CHARTER SCHOOL MOTT HAVEN,0,0,0,411 WALES AVE,BRONX,NY,10454,-73.92114,40.822574
320700861173,Charter,,,,,470 JACKSON AVE,BRONX,NY,10455,-73.909363,40.811051
320700861179,Charter,GIRLS PREPARATORY CHARTER SCHOOL OF THE BRONX II,0,0,0,441 E 148TH ST,BRONX,NY,10455,-73.9162336,40.8147903
320700861181,Charter,ZETA CHARTER SCHOOL - BRONX 3,0,0,0,222 ALEXANDER AVE,BRONX,NY,10451,-73.9253825,40.8094112
320700861182,Charter,ZETA CHARTER SCHOOL - BRONX 2,0,0,0,222 ALEXANDER AVE,BRONX,NY,10451,-73.9253825,40.8094112
320700996063,Non-Public,NEW LIFE SCHOOL (THE),0,0,0,831 EAGLE AVE,BRONX,NY,10456,-73.9090367,40.8215066
320800010014,Public,PS 14 SENATOR JOHN CALANDRA,0,0,0,3041 BRUCKNER BLVD,BRONX,NY,104615696,-73.826277,40.835318
320800010036,Public,PS 36 UNIONPORT,0,0,0,1070 CASTLE HILL AVE,BRONX,NY,104726399,-73.849791,40.82948
320800010048,Public,PS 48 JOSEPH R DRAKE,0,0,0,1290 SPOFFORD AVE,BRONX,NY,104746594,-73.886834,40.814034
320800010062,Public,PS 62 INOCENSIO CASANOVA,0,0,0,660 FOX ST,BRONX,NY,104553599,-73.900161,40.813736
320800010069,Public,PS 69 JOURNEY PREP SCHOOL,0,0,0,560 THERIOT AVE,BRONX,NY,104732996,-73.86046,40.8167
320800010071,Public,PS 71 ROSE E SCALA,0,0,0,3040 ROBERTS AVE,BRONX,NY,104615197,-73.829562,40.845379
320800010072,Public,PS 72 DR WILLIAM DORNEY,0,0,0,2951 DEWEY AVE,BRONX,NY,104652596,-73.818172,40.823237
320800010075,Public,PS 75 SCHOOL OF RESEARCH AND DISCOVERY,0,0,0,984 FAILE ST,BRONX,NY,104593799,-73.888948,40.822314
320800010093,Public,PS 93 ALBERT G OLIVER,0,0,0,1535 STORY AVE,BRONX,NY,104734555,-73.877274,40.822522
320800010100,Public,PS 100 ISAAC CLASON,0,0,0,800 TAYLOR AVE,BRONX,NY,104733303,-73.86276,40.822552
320800010101,Public,MS 101 EDWARD R BYRNE,0,0,0,2750 LAFAYETTE AVE,BRONX,NY,104652299,-73.829211,40.82708
320800010107,Public,PS 107,0,0,0,1695 SEWARD AVE,BRONX,NY,104734299,-73.868735,40.819221
320800010119,Public,DR EMMETT W BASSETT SCHOOL (THE),0,0,0,1075 PUGSLEY AVE,BRONX,NY,104726199,-73.857392,40.828474
320800010123,Public,JHS 123 JAMES M KIERNAN,0,0,0,1025 MORRISON AVE,BRONX,NY,104725907,-73.874162,40.824989
320800010130,Public,PS 130 ABRAM STEVENS HEWITT,0,0,0,750 PROSPECT AVE,BRONX,NY,104551899,-73.901709,40.817742
320800010131,Public,JHS 131 ALBERT EINSTEIN,0,0,0,885 BOLTON AVE,BRONX,NY,104732798,-73.859998,40.822925
320800010138,Public,PS 138 SAMUEL RANDALL,0,0,0,2060 LAFAYETTE AVE,BRONX,NY,104732009,-73.853157,40.822288
320800010140,Public,PS 140 EAGLE SCHOOL (THE),0,0,0,916 EAGLE AVE,BRONX,NY,104567399,-73.907489,40.823318
320800010146,Public,PS 146 EDWARD COLLINS,0,0,1,968 CAULDWELL AVE,BRONX,NY,104566804,-73.905734,40.824717
320800010152,Public,PS 152 EVERGREEN,0,0,0,1007 EVERGREEN AVE,BRONX,NY,104725595,-73.880479,40.823941
320800010182,Public,PS 182,0,0,0,601 STICKBALL BLVD,BRONX,NY,104732697,-73.856976,40.818925
320800010182,Public,PS 182,0,0,0,601 STICKBALL BLVD,BRONX,NY,104732697,-73.856976,40.818925
320800010301,Public,MS 301 PAUL L DUNBAR,0,0,0,890 CAULDWELL AVE,BRONX,NY,104567398,-73.906739,40.822291
320800010302,Public,MS 302 LUISA DESSUS CRUZ,0,0,0,681 KELLY ST,BRONX,NY,10455,-73.901599,40.816078
320800010304,Public,PS 304 EARLY CHILDHOOD SCHOOL,0,0,0,2750 LAFAYETTE AVE,BRONX,NY,104652299,-73.829211,40.82708
320800010312,Public,MILLENIUM ART ACADEMY,0,0,0,1980 LAFAYETTE AVE,BRONX,NY,10473,-73.85593,40.821218
320800010333,Public,LONGWOOD ACADEMY FOR DISCOVERY (THE),0,0,0,888 REV J A POLITE AVE,BRONX,NY,10459,-73.898399,40.820108
320800010337,Public,SCHOOL FOR INQUIRY AND SOCIAL JUSTICE (THE),0,0,0,1025 MORRISON AVE,BRONX,NY,10472,-73.874162,40.824989
320800010371,Public,URBAN INSTITUTE OF MATHEMATICS,0,0,0,650 HOLLYWOOD AVE,BRONX,NY,10465,-73.818083,40.826794
320800010375,Public,BRONX MATHEMATICS PREPARATORY SCHOOL (THE),0,0,0,456 WHITE PLAINS RD,BRONX,NY,10473,-73.85607,40.815043
320800010392,Public,BRONX DELTA SCHOOL,0,0,0,650 HOLLYWOOD AVE,BRONX,NY,10465,-73.818083,40.826794
320800010424,Public,HUNTS POINT SCHOOL (THE),0,0,0,730 BRYANT AVE,BRONX,NY,10474,-73.885284,40.815827
320800010448,Public,SOUNDVIEW ACADEMY FOR CULTURE AND SCHOLARSHIP,0,0,0,885 BOLTON AVE,BRONX,NY,10473,-73.859998,40.822925
320800010467,Public,MOTT HALL COMMUNITY SCHOOL,0,0,0,650 HOLLYWOOD AVE,BRONX,NY,10465,-73.818083,40.826794
320800010562,Public,BLUEPRINT MIDDLE SCHOOL,0,0,0,1111 PUGSLEY AVE,BRONX,NY,10472,-73.857882,40.829153
320800010583,Public,PS 583,0,0,0,1028 WHITE PLAINS RD,BRONX,NY,10472,-73.859622,40.826949
320800011269,Public,BRONX STUDIO SCHOOL FOR WRITERS AND ARTISTS,0,0,0,928 SIMPSON ST,BRONX,NY,10459,-73.892961,40.820388
320800011282,Public,WOMEN'S ACADEMY OF EXCELLENCE,0,0,0,456 WHITE PLAINS RD,BRONX,NY,10473,-73.85607,40.815043
320800011293,Public,RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER AND THE ARTS,0,0,0,3000 E TREMONT AVE,BRONX,NY,10461,-73.839583,40.839775
320800011320,Public,PELHAM LAB HIGH SCHOOL,0,0,0,3000 E TREMONT AVE,BRONX,NY,10461,-73.839583,40.839775
320800011348,Public,SCHUYLERVILLE PREPARATORY HIGH SCHOOL,0,0,0,3000 E TREMONT AVE,BRONX,NY,10461,-73.839583,40.839775
320800011349,Public,BRONX RIVER HIGH SCHOOL,0,0,0,3000 E TREMONT AVE,BRONX,NY,10461,-73.839583,40.839775
320800011367,Public,"ARCHIMEDES ACADEMY FOR MATH, SCIENCE AND TECHNOLOGY APPLICATIONS",0,0,0,456 WHITE PLAINS RD,BRONX,NY,10473,-73.85607,40.815043
320800011376,Public,ANTONIA PANTOJA PREPARATORY ACADEMY - A COLLEGE BOARD SCHOOL,0,0,0,1980 LAFAYETTE AVE,BRONX,NY,10473,-73.85593,40.821218
320800011377,Public,BRONX COMMUNITY HIGH SCHOOL,0,0,0,1980 LAFAYETTE AVE,BRONX,NY,10473,-73.85593,40.821218
320800011405,Public,HERBERT H LEHMAN HIGH SCHOOL,0,0,0,3000 E TREMONT AVE,BRONX,NY,10461,-73.839583,40.839775
320800011432,Public,BRONX BRIDGES HIGH SCHOOL,0,0,0,1980 LAFAYETTE AVE,BRONX,NY,10473,-73.85593,40.821218
320800011452,Public,GOTHAM COLLABORATIVE HIGH SCHOOL,0,0,0,1980 LAFAYETTE AVE,BRONX,NY,10473,-73.85593,40.821218
320800011530,Public,LONGWOOD PREPARATORY ACADEMY,0,0,0,965 LONGWOOD AVE,BRONX,NY,10459,-73.897876,40.817741
320800011537,Public,BRONX ARENA HIGH SCHOOL,0,0,0,1440 STORY AVE,BRONX,NY,10473,-73.881187,40.820486
320800011558,Public,WESTCHESTER SQUARE ACADEMY,0,0,0,3000 E TREMONT AVE,BRONX,NY,10461,-73.839583,40.839775
320800011559,Public,SCHOOL FOR TOURISM AND HOSPITALITY,0,0,0,900 TINTON AVE,BRONX,NY,10456,-73.902892,40.821723
320800011561,Public,BRONX COMPASS HIGH SCHOOL,0,0,0,1980 LAFAYETTE AVE,BRONX,NY,10473,-73.85593,40.821218
320800145225,Non-Public,SAINT ATHANASIUS SCHOOL,0,0,0,830 SOUTHERN BLVD,BRONX,NY,104595203,-73.8949673,40.8171126
320800145231,Non-Public,SAINT BENEDICT SCHOOL,0,0,0,1016 EDISON AVE,BRONX,NY,104652105,-73.8254109,40.8324318
320800145271,Non-Public,SAINT FRANCES DE CHANTAL SCHOOL,0,0,0,2962 HARDING AVE,BRONX,NY,104653435,-73.8130039,40.8161647
320800145286,Non-Public,MONSIGNOR SCANLAN HIGH SCHOOL,0,0,0,915 HUTCHNSN RVR PKWY,BRONX,NY,104651897,-73.8391495,40.825734
320800145288,Non-Public,HOLY CROSS SCHOOL,0,0,0,1846 RANDALL AVE,BRONX,NY,10473,-73.86072,40.8172944
320800145291,Non-Public,HOLY FAMILY SCHOOL,0,0,0,2169 BLACKROCK AVE,BRONX,NY,104726299,-73.8510603,40.8291738
320800145324,Non-Public,SAINT JOSEPH SCHOOL FOR THE DEAF,0,0,0,1000 HUTCHINSON RVR PKWY,BRONX,NY,104651899,-73.8370093,40.8270148
320800145373,Non-Public,,,,,1617 PARKVIEW AVE,BRONX,NY,10461,-73.8272489,40.8454066
320800145411,Non-Public,PRESTON HIGH SCHOOL,0,0,0,2780 SCHURZ AVE,BRONX,NY,104653234,-73.8199133,40.813834
320800145442,Non-Public,SAINT THERESA SCHOOL,0,0,0,2872 ST THERESA AVE,BRONX,NY,10461,-73.8334061,40.8491399
320800145452,Non-Public,VILLA MARIA ACADEMY,0,0,0,3335 COUNTRY CLUB RD,BRONX,NY,104651297,-73.8165423,40.8414434
320800149495,Non-Public,SAINT IGNATIUS SCHOOL,0,0,0,740 MANIDA ST,BRONX,NY,104745420,-73.8884446,40.8153328
320800716855,Non-Public,GREEK AMERICAN INSTITUTE OF NEW YORK,0,0,0,3573 BRUCKNER BLVD,BRONX,NY,104615203,-73.828304,40.8499198
320800860846,Charter,BRONX CHARTER SCHOOL FOR THE ARTS,0,0,0,950 LONGFELLOW AVE,BRONX,NY,104744809,-73.886477,40.821815
320800860872,Charter,GRAND CONCOURSE ACADEMY CHARTER SCHOOL,0,0,0,625 BOLTON AVE,BRONX,NY,10473,-73.858773,40.818442
320800860903,Charter,HYDE LEADERSHIP CHARTER SCHOOL,0,0,0,730 BRYANT AVE,BRONX,NY,10474,-73.885284,40.815827
320800860940,Charter,GIRLS PREPARATORY CHARTER SCHOOL OF THE BRONX,0,0,0,681 KELLY ST-RM 205,BRONX,NY,104553410,-73.901599,40.816078
320800861017,Charter,NEW VISIONS CHARTER HIGH SCHOOL FOR ADVANCED MATH AND SCIENCE II,0,0,0,900 TINTON AVE,BRONX,NY,10456,-73.902892,40.821723
320800861030,Charter,ICAHN CHARTER SCHOOL 7,0,0,0,1535 STORY AVE,BRONX,NY,10473,-73.877274,40.822522
320800861044,Charter,SUCCESS ACADEMY CHARTER SCHOOL-BRONX 3,0,0,0,1000 TELLER AVE-3RD FL,BRONX,NY,10469,-73.914067,40.827438
320800861068,Charter,SOUTH BRONX EARLY COLLEGE ACADEMY CHARTER SCHOOL,0,0,0,801 E 156TH ST,BRONX,NY,10455,-73.904223,40.818069
320800861074,Charter,SUCCESS ACADEMY CHARTER SCHOOL - BRONX 4,0,0,0,885 BOLTON AVE-3RD FL,BRONX,NY,10473,-73.859998,40.822925
320800861126,Charter,EMBLAZE ACADEMY CHARTER SCHOOL,0,0,0,1164 GARRISON AVE,BRONX,NY,10474,-73.88819,40.820102
320800861143,Charter,BOLD CHARTER SCHOOL,0,0,0,1090 CLOSE AVE,BRONX,NY,10472,-73.881894,40.825121
320800861155,Charter,BRONX ARTS AND SCIENCE CHARTER SCHOOL,0,0,0,925 HUTCHINSON RIVER PKWAY,BRONX,NY,10465,-73.838299,40.825715
320800861166,Charter,,,,,1991 2ND AVE,NEW YORK,NY,10029,-73.9442968,40.7891971
320900010004,Public,PS/MS 4 CROTONA PARK WEST,0,0,0,1701 FULTON AVE,BRONX,NY,10457,-73.897943,40.841758
320900010011,Public,PS 11 HIGHBRIDGE,0,0,0,1257 OGDEN AVE,BRONX,NY,10452,-73.92589,40.839693
320900010022,Public,JHS 22 JORDAN L MOTT,0,0,0,270 E 167TH ST,BRONX,NY,10456,-73.91435,40.832022
320900010028,Public,PS 28 MOUNT HOPE,0,0,0,1861 ANTHONY AVE,BRONX,NY,10457,-73.903821,40.848344
320900010035,Public,PS 35 FRANZ SIEGEL,0,0,0,261 E 163RD ST,BRONX,NY,10451,-73.917705,40.828009
320900010042,Public,PS 42 CLAREMONT,0,0,0,1537 WASHINGTON AVE,BRONX,NY,10456,-73.903243,40.838636
320900010053,Public,PS 53 BASHEER QUISIM,0,0,0,360 E 168TH ST,BRONX,NY,10456,-73.911906,40.832648
320900010055,Public,PS 55 BENJAMIN FRANKLIN,0,0,0,450 ST PAUL'S PL,BRONX,NY,10456,-73.90497,40.835934
320900010058,Public,PS 58,0,0,0,459 E 176TH ST,BRONX,NY,10457,-73.898826,40.846383
320900010063,Public,PS 63 AUTHOR'S ACADEMY,0,0,0,1260 FRANKLIN AVE,BRONX,NY,10456,-73.901859,40.83093
320900010070,Public,PS 70 MAX SCHOENFELD,0,0,0,1691 WEEKS AVE,BRONX,NY,10457,-73.90807,40.844236
320900010073,Public,PS 73 BRONX,0,0,0,1020 ANDERSON AVE,BRONX,NY,10452,-73.926415,40.832609
320900010088,Public,PS 88 S SILVERSTEIN LITTLE SPARROW SCHOOL,0,0,0,1340 SHERIDAN AVE,BRONX,NY,10456,-73.913523,40.837019
320900010109,Public,PS 109 SEDGWICK,0,0,0,1771 POPHAM AVE,BRONX,NY,10453,-73.918991,40.851661
320900010110,Public,PS 110 THEODORE SCHOENFELD,0,0,0,580 CROTONA PARK S,BRONX,NY,10456,-73.900654,40.83447
320900010114,Public,PS 114 LUIS LLORENS TORRES SCHOOL,0,0,0,1155 CROMWELL AVE,BRONX,NY,10452,-73.923297,40.834979
320900010117,Public,IS 117 JOSEPH H WADE,0,0,0,1865 MORRIS AVE,BRONX,NY,10453,-73.909022,40.848552
320900010126,Public,PS 126 DR MARJORIE H DUNBAR,0,0,0,175 W 166TH ST,BRONX,NY,10452,-73.9282,40.835866
320900010128,Public,MOTT HALL III,0,0,0,580 CROTONA PARK S,BRONX,NY,10456,-73.900654,40.83447
320900010132,Public,PS 132 GARRETT A MORGAN,0,0,0,1245 WASHINGTON AVE,BRONX,NY,10456,-73.907133,40.832175
320900010163,Public,PS 163 ARTHUR A SCHOMBERG,0,0,0,2075 WEBSTER AVE,BRONX,NY,10457,-73.899005,40.8517
320900010170,Public,PS 170,0,0,0,1598 TOWNSEND AVE,BRONX,NY,10452,-73.913253,40.844367
320900010199,Public,PS 199 SHAKESPEARE SCHOOL (THE),0,0,0,1449 SHAKESPEARE AVE,BRONX,NY,10452,-73.920826,40.843453
320900010204,Public,PS 204 MORRIS HEIGHTS,0,0,0,1780 DR M L KING JR BLVD,BRONX,NY,10453,-73.915217,40.849416
320900010215,Public,KAPPA,0,0,0,3630 3RD AVE,BRONX,NY,10456,-73.903951,40.833493
320900010218,Public,PS/IS 218 RAFAEL HERNANDEZ DUAL LANGUAGE MAGNET SCHOOL,0,0,0,1220 GERARD AVE,BRONX,NY,10452,-73.919571,40.835681
320900010219,Public,IS 219 NEW VENTURE SCHOOL,0,0,0,3630 3RD AVE,BRONX,NY,10456,-73.903951,40.833493
320900010229,Public,IS 229 ROLAND PATTERSON,0,0,0,275 HARLEM RIVER PARK BRIDGE,BRONX,NY,10453,-73.9216,40.8524
320900010232,Public,IS 232,0,0,0,1700 MACOMBS RD,BRONX,NY,10453,-73.915217,40.849416
320900010236,Public,PS 236 LANGSTON HUGHES,0,0,0,1871 WALTON AVE,BRONX,NY,10453,-73.909936,40.848907
320900010274,Public,NEW AMERICAN ACADEMY AT ROBERTO CLEMENTE STATE PARK (THE),0,0,0,275 HARLEM RIVER PARK BRIDGE,BRONX,NY,10453,-73.9216,40.8524
320900010294,Public,WALTON AVENUE SCHOOL (THE),0,0,0,1425 WALTON AVE,BRONX,NY,10452,-73.915879,40.8404
320900010303,Public,IS 303 LEADERSHIP,0,0,0,1700 MACOMBS RD,BRONX,NY,10453,-73.915217,40.849416
320900010311,Public,LUCERO ELEMENTARY SCHOOL,0,0,0,1425 WALTON AVE,BRONX,NY,10452,-73.915879,40.8404
320900010313,Public,IS 313 SCHOOL OF LEADERSHIP DEVELOPMENT,0,0,0,1600 WEBSTER AVE,BRONX,NY,10457,-73.904353,40.840536
320900010323,Public,BRONX WRITING ACADEMY,0,0,0,270 E 167TH ST,BRONX,NY,10456,-73.91435,40.832022
320900010327,Public,COMPREHENSIVE MODEL SCHOOL PROJECT MS 327,0,0,0,1501 JEROME AVE,BRONX,NY,10452,-73.916084,40.842503
320900010328,Public,NEW MILLENNIUM BRONX ACADEMY OF THE ARTS,0,0,0,1000 TELLER AVE,BRONX,NY,10456,-73.914067,40.827438
320900010339,Public,IS 339,0,0,0,1600 WEBSTER AVE,BRONX,NY,10457,-73.904353,40.840536
320900010361,Public,HIGHBRIDGE GREEN SCHOOL (THE),0,0,0,200 W 167TH ST,BRONX,NY,10452,-73.927892,40.838232
320900010443,Public,FAMILY SCHOOL (THE),0,0,0,1116 SHERIDAN AVE,BRONX,NY,10456,-73.917526,40.831873
320900010449,Public,GRANT AVENUE ELEMENTARY SCHOOL,0,0,0,250 E 164TH ST,BRONX,NY,10456,-73.917705,40.828009
320900010454,Public,SCIENCE AND TECHNOLOGY ACADEMY:  A MOTT HALL SCHOOL,0,0,0,250 E 164TH ST,BRONX,NY,10456,-73.917705,40.828009
320900010457,Public,SHERIDAN ACADEMY FOR YOUNG LEADERS,0,0,0,1116 SHERIDAN AVE,BRONX,NY,10456,-73.917526,40.831873
320900010555,Public,MOUNT EDEN CHILDREN'S ACADEMY,0,0,0,1501 JEROME AVE,BRONX,NY,10452,-73.916084,40.842503
320900010568,Public,YOUNG WOMEN'S LEADERSHIP SCHOOL OF THE BRONX,0,0,0,1865 MORRIS AVE,BRONX,NY,10453,-73.909022,40.848552
320900010593,Public,SOUTH BRONX INTERNATIONAL MIDDLE SCHOOL,0,0,0,1000 TELLER AVE,BRONX,NY,10456,-73.914067,40.827438
320900010594,Public,MS 594,0,0,0,1000 TELLER AVE,BRONX,NY,10456,-73.914067,40.827438
320900011227,Public,BRONX COLLEGIATE ACADEMY,0,0,0,240 E 172ND ST,BRONX,NY,10457,-73.911366,40.839307
320900011231,Public,EAGLE ACADEMY FOR YOUNG MEN,0,0,0,4143 3RD AVE,BRONX,NY,10457,-73.897479,40.845366
320900011241,Public,URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE (THE),0,0,0,1595 BATHGATE AVE,BRONX,NY,10457,-73.901774,40.839508
320900011250,Public,EXIMIUS COLLEGE PREPARATORY ACADEMY:  A COLLEGE BOARD SCHOOL,0,0,0,1363 FULTON AVE,BRONX,NY,10456,-73.902794,40.833884
320900011250,Public,EXIMIUS COLLEGE PREPARATORY ACADEMY:  A COLLEGE BOARD SCHOOL,0,0,0,1363 FULTON AVE,BRONX,NY,10456,-73.902794,40.833884
320900011252,Public,MOTT HALL BRONX HIGH SCHOOL,0,0,0,1595 BATHGATE AVE,BRONX,NY,10457,-73.901774,40.839508
320900011260,Public,BRONX CENTER FOR SCIENCE AND MATHEMATICS,0,0,0,1363 FULTON AVE,BRONX,NY,10456,-73.902794,40.833884
320900011260,Public,BRONX CENTER FOR SCIENCE AND MATHEMATICS,0,0,0,1363 FULTON AVE,BRONX,NY,10456,-73.902794,40.833884
320900011263,Public,VALIDUS PREPARATORY ACADEMY,0,0,0,1595 BATHGATE AVE,BRONX,NY,10457,-73.901774,40.839508
320900011297,Public,MORRIS ACADEMY FOR COLLABORATIVE STUDIES,0,0,0,1110 BOSTON RD,BRONX,NY,10456,-73.90392,40.827455
320900011324,Public,BRONX EARLY COLLEGE ACADEMY FOR TEACHING AND LEARNING,0,0,0,250 E 164TH ST,BRONX,NY,10456,-73.917705,40.828009
320900011329,Public,DREAMYARD PREPARATORY SCHOOL,0,0,0,240 E 172ND ST,BRONX,NY,10457,-73.911366,40.839307
320900011350,Public,NEW DIRECTIONS SECONDARY SCHOOL,0,0,0,240 E 172ND ST,BRONX,NY,10457,-73.911366,40.839307
320900011365,Public,ACADEMY FOR LANGUAGE AND TECHNOLOGY,0,0,0,1700 MACOMBS RD,BRONX,NY,10453,-73.915217,40.849416
320900011403,Public,BRONX INTERNATIONAL HIGH SCHOOL,0,0,0,1110 BOSTON RD,BRONX,NY,10456,-73.90392,40.827455
320900011404,Public,SCHOOL FOR EXCELLENCE,0,0,0,1100 BOSTON RD,BRONX,NY,10456,-73.90392,40.827455
320900011412,Public,BRONX HIGH SCHOOL OF BUSINESS,0,0,0,240 E 172ND ST,BRONX,NY,10457,-73.911366,40.839307
320900011413,Public,BRONX HIGH SCHOOL FOR MEDICAL SCIENCE,0,0,0,240 E 172ND ST,BRONX,NY,10457,-73.911366,40.839307
320900011505,Public,"BRONX SCHOOL FOR LAW, GOVERNMENT AND JUSTICE",0,0,0,244 E 163RD ST,BRONX,NY,10451,-73.919024,40.827461
320900011517,Public,FREDERICK DOUGLASS ACADEMY III SECONDARY SCHOOL,0,0,0,3630 3RD AVE,BRONX,NY,10456,-73.903951,40.833493
320900011525,Public,BRONX LEADERSHIP ACADEMY HIGH SCHOOL,0,0,0,1710 WEBSTER AVE,BRONX,NY,10457,-73.902969,40.84325
320900011543,Public,HIGH SCHOOL FOR VIOLIN AND DANCE,0,0,0,1100 BOSTON RD,BRONX,NY,10456,-73.90392,40.827455
320900011564,Public,CLAREMONT INTERNATIONAL HIGH SCHOOL,0,0,0,240 E 172ND ST,BRONX,NY,10457,-73.911366,40.839307
320900145199,Non-Public,ALL HALLOWS INSTITUTE,0,0,0,111 E 164TH ST,BRONX,NY,104529402,-73.9219747,40.8302931
320900145211,Non-Public,SAINT ANGELA MERICI SCHOOL,0,0,0,266 E 163RD ST,BRONX,NY,104513215,-73.9182796,40.8272464
320900145251,Non-Public,CHRIST THE KING SCHOOL,0,0,0,1345 GRAND CONCOURSE,BRONX,NY,104520033,-73.9153368,40.8374248
320900145345,Non-Public,SAINT MARGARET MARY SCHOOL,0,0,0,121 E 177TH ST,BRONX,NY,104535901,-73.9072313,40.8498813
320900145430,Non-Public,SACRED HEART SCHOOL,0,0,0,1248 NELSON AVE,BRONX,NY,104523402,-73.924317,40.8387575
320900860807,Charter,BRONX PREPARATORY CHARTER SCHOOL,0,0,0,3872 3RD AVE,BRONX,NY,104578222,-73.900123,40.839072
320900860823,Charter,,,,,3565 3RD AVE,BRONX,NY,104563403,-73.905771,40.832328
320900860835,Charter,ICAHN CHARTER SCHOOL 1,0,0,0,1525 BROOK AVE,BRONX,NY,104578005,-73.904703,40.838654
320900860839,Charter,FAMILY LIFE ACADEMY CHARTER SCHOOL,0,0,0,14 W 170TH ST,BRONX,NY,104523227,-73.918665,40.840262
320900860913,Charter,BRONX ACADEMY OF PROMISE CHARTER SCHOOL,0,0,0,1349 INWOOD AVE,BRONX,NY,104523222,-73.919597,40.839503
320900860962,Charter,METROPOLITAN LIGHTHOUSE CHARTER SCHOOL,0,0,0,180 W 165TH ST,BRONX,NY,10452,-73.929797,40.834599
320900860980,Charter,SUCCESS ACADEMY CHARTER SCHOOL-BRONX 2,0,0,0,450 ST PAUL'S PL-5TH FL,BRONX,NY,10456,-73.90497,40.835934
320900861004,Charter,MOTT HALL CHARTER SCHOOL,0,0,0,1260 FRANKLIN AVE,BRONX,NY,10456,-73.901859,40.83093
320900861029,Charter,ICAHN CHARTER SCHOOL 6,0,0,0,1701 FULTON AVE,BRONX,NY,10457,-73.897943,40.841758
320900861073,Charter,ROSALYN YALOW CHARTER SCHOOL,0,0,0,116 E 169TH ST,BRONX,NY,10452,-73.91735,40.836679
320900861084,Charter,SOUTH BRONX CLASSICAL CHARTER SCHOOL III,0,1,0,977 FOX ST,BRONX,NY,10456,-73.906403,40.829793
320900861089,Charter,,,,,98 PINE ST-6TH FL,NEW YORK,NY,10005,-74.0052359,40.7050919
320900861122,Charter,SOUTH BRONX CLASSICAL CHARTER SCHOOL IV,0,0,0,977 FOX ST,BRONX,NY,10459,-73.906403,40.829793
320900861174,Charter,WILDFLOWER NEW YORK CHARTER SCHOOL,0,0,0,1332 FULTON AVE,BRONX,NY,10456,-73.9025409,40.8329815
320900861178,Charter,,,,,14 W 170TH ST,BRONX,NY,10452,-73.9186483,40.8402845
321000010003,Public,PS 3 RAUL JULIA MICRO SOCIETY,0,0,0,2100 LAFONTAINE AVE,BRONX,NY,104573333,-73.89163,40.850131
321000010007,Public,MILTON FEIN SCHOOL,0,0,0,3201 KINGSBRIDGE AVE,BRONX,NY,104635597,-73.905697,40.881562
