BEDSCode,recType,name,currentCounts_onSitePositiveStudents,currentCounts_onSitePositiveTeachers,currentCounts_onSitePositiveStaff,StreetAddress,City,State,Zip+4,longitude,latitude
331800011569,Public,KURT HAHN EXPEDITIONARY LEARNING SCHOOL,0,0,0,5800 TILDEN AVE,BROOKLYN,NY,11203,-73.922212,40.647728
331800011576,Public,VICTORY COLLEGIATE HIGH SCHOOL,0,0,0,6565 FLATLANDS AVE,BROOKLYN,NY,11236,-73.916927,40.634451
331800011578,Public,BROOKLYN BRIDGE ACADEMY,0,0,0,6565 FLATLANDS AVE,BROOKLYN,NY,11236,-73.916927,40.634451
331800011617,Public,HIGH SCHOOL FOR INNOVATION IN ADVERTISING AND MEDIA,0,0,0,1600 ROCKAWAY PKWY,BROOKLYN,NY,11236,-73.898601,40.640543
331800011629,Public,CULTURAL ACADEMY FOR THE ARTS AND SCIENCES,0,0,0,5800 TILDEN AVE,BROOKLYN,NY,11203,-73.922212,40.647728
331800011633,Public,HIGH SCHOOL FOR MEDICAL PROFESSIONS,0,0,0,1600 ROCKAWAY PKWY,BROOKLYN,NY,11236,-73.898601,40.640543
331800011635,Public,OLYMPUS ACADEMY,0,0,0,755 E 100TH ST,BROOKLYN,NY,11236,-73.898607,40.645965
331800011635,Public,OLYMPUS ACADEMY,0,0,0,755 E 100TH ST,BROOKLYN,NY,11236,-73.898607,40.645965
331800011637,Public,ACADEMY FOR CONSERVATION AND THE ENVIRONMENT,0,0,0,6565 FLATLANDS AVE,BROOKLYN,NY,11236,-73.916927,40.634451
331800011642,Public,URBAN ACTION ACADEMY,0,0,0,1600 ROCKAWAY PKWY,BROOKLYN,NY,11236,-73.898601,40.640543
331800011673,Public,EAST BROOKLYN COMMUNITY HIGH SCHOOL,0,0,0,9517 KINGS HWY,BROOKLYN,NY,11212,-73.920658,40.659914
331800126092,Non-Public,NAZARETH REGIONAL HIGH SCHOOL,0,0,0,475 E 57TH ST,BROOKLYN,NY,112032610,-73.9222962,40.6437953
331800126133,Non-Public,ST CATHERINE OF GENOA-ST THERESE  OF LISIEUX,0,0,0,4410 AVE D,BROOKLYN,NY,112035726,-73.9343606,40.64146
331800127161,Non-Public,OUR LADY OF TRUST CATHOLIC ACADEMY,0,0,0,1696 CANARSIE RD,BROOKLYN,NY,112365418,-73.8908332,40.6313061
331800225971,Non-Public,,,,,8800 SEAVIEW AVE,BROOKLYN,NY,112365141,-73.8965291,40.6297217
331800226147,Non-Public,,,,,8101 AVE K,BROOKLYN,NY,11236,-73.9088604,40.6330411
331800226277,Non-Public,,,,,1362 49TH ST,BROOKLYN,NY,11219,-73.9906473,40.6339245
331800226447,Non-Public,HEBREW ACADEMY FOR SPECIAL CHILDREN,0,0,0,555 REMSEN AVE,BROOKLYN,NY,11236,-73.919862,40.6531513
331800229152,Non-Public,,,,,1327 38TH ST,BROOKLYN,NY,11218,-73.9846099,40.640706
331800329923,Non-Public,,,,,1187 E 92ND ST,BROOKLYN,NY,112363929,-73.9039013,40.6408063
331800437980,Non-Public,FLATBUSH SDA SCHOOL,0,0,0,5810 SNYDER AVE,BROOKLYN,NY,11203,-73.9220665,40.6503731
331800438510,Non-Public,,,,,418 E 45TH ST,BROOKLYN,NY,11203,-73.9353851,40.6511871
331800809307,Non-Public,BATTALION CHRISTIAN ACADEMY,0,0,0,661 LINDEN BLVD,BROOKLYN,NY,112033211,-73.9339155,40.6539157
331800860702,Charter,EXPLORE EXCEL CHARTER SCHOOL,0,0,0,1077 REMSEN AVE,BROOKLYN,NY,11236,-73.90788,40.642684
331800860908,Charter,KINGS COLLEGIATE CHARTER SCHOOL,0,0,0,905 WINTHROP ST,BROOKLYN,NY,112031930,-73.919818,40.657712
331800860916,Charter,BROOKLYN ASCEND CHARTER SCHOOL,0,0,0,205 ROCKAWAY PKWY-2ND FL,BROOKLYN,NY,11212,-73.92044,40.661945
331800860943,Charter,LEADERSHIP PREPARATORY CANARSIE CHARTER SCHOOL,0,0,0,1070 E 104TH ST,BROOKLYN,NY,11236,-73.892797,40.644134
331800860988,Charter,CULTURAL ARTS ACADEMY CHARTER SCHOOL AT SPRING CREEK,0,0,0,1400 LINDEN BLVD,BROOKLYN,NY,11212,-73.908341,40.65452
331800861033,Charter,CANARSIE ASCEND CHARTER SCHOOL,0,0,0,9719 FLATLANDS AVE,BROOKLYN,NY,11236,-73.900432,40.643834
331800861146,Charter,IVY HILL PREPARATORY CHARTER SCHOOL,0,0,0,475 E 57TH ST,BROOKLYN,NY,11203,-73.922733,40.643897
331800861168,Charter,LAMAD ACADEMY CHARTER SCHOOL,0,0,0,780 SCHENECTADY AVE,BROOKLYN,NY,11203,-73.9338386,40.6543853
331800995554,Non-Public,,,,,9202 KINGS HWY,BROOKLYN,NY,11212,-73.9209872,40.6561912
331800995708,Non-Public,,,,,1102 E 92ND ST,BROOKLYN,NY,11236,-73.9064275,40.6422876
331800996174,Non-Public,,,,,144 E 56TH ST,BROOKLYN,NY,11203,-73.925047,40.6534954
331800996203,Non-Public,,,,,670 ROCKAWAY PKWY,BROOKLYN,NY,11236,-73.9111584,40.6526647
331800996214,Non-Public,CANARSIE CHILDREN FIRST ACADEMY,0,0,0,9121 AVE L,BROOKLYN,NY,11236,-73.8993036,40.6363586
331800996245,Non-Public,A PLUS KIDZ ACADEMY,0,0,0,10504 FLATLANDS AVE,BROOKLYN,NY,11236,-73.8943158,40.6475377
331800996266,Non-Public,BROOKLYN KIDS PREPARATORY SCHOOL,0,0,0,475 E 57TH ST,BROOKLYN,NY,11203,-73.9222962,40.6437953
331800996297,Non-Public,,,,,1970 52ND ST,BROOKLYN,NY,11204,-73.9788482,40.6240116
331800996308,Non-Public,,,,,440 E 48TH ST,BROOKLYN,NY,11203,-73.9326066,40.6510042
331800996316,Non-Public,KHYLE-BRENAJ EARLY CHILDHOOD EDUCATION CENTER,0,0,0,9718 FLATLANDS AVE,BROOKLYN,NY,11230,-73.8999982,40.6438798
331800999481,Non-Public,,,,,4718 FARRAGUT RD,BROOKLYN,NY,11203,-73.9310681,40.6370413
331900010007,Public,PS 7 ABRAHAM LINCOLN,0,0,0,858 JAMAICA AVE,BROOKLYN,NY,112081799,-73.872983,40.689213
331900010013,Public,PS 13 ROBERTO CLEMENTE,0,0,0,557 PENNSYLVANIA AVE,BROOKLYN,NY,112075799,-73.893328,40.664067
331900010065,Public,PS 65,0,0,0,696 JAMAICA AVE,BROOKLYN,NY,11208,-73.878353,40.686534
331900010089,Public,PS 89 CYPRESS HILLS,0,0,0,265 WARWICK ST,BROOKLYN,NY,11207,-73.886712,40.677707
331900010108,Public,PS 108 SAL ABBRACCIAMENTO,0,0,0,200 LINWOOD ST,BROOKLYN,NY,112081199,-73.884348,40.681295
331900010149,Public,PS 149 DANNY KAYE,0,0,0,700 SUTTER AVE,BROOKLYN,NY,112074299,-73.89276,40.669361
331900010158,Public,PS 158 WARWICK,0,0,0,400 ASHFORD ST,BROOKLYN,NY,112073899,-73.885214,40.67259
331900010159,Public,PS 159 ISAAC PITKIN,0,0,0,2781 PITKIN AVE,BROOKLYN,NY,112083299,-73.869705,40.676111
331900010171,Public,IS 171 ABRAHAM LINCOLN,0,0,0,528 RIDGEWOOD AVE,BROOKLYN,NY,112081799,-73.869434,40.685852
331900010190,Public,PS 190 SHEFFIELD,0,0,0,590 SHEFFIELD AVE,BROOKLYN,NY,112076399,-73.894877,40.662243
331900010202,Public,PS 202 ERNEST S JENKYNS,0,0,0,982 HEGEMAN AVE,BROOKLYN,NY,11208,-73.876084,40.665817
331900010213,Public,PS 213 NEW LOTS,0,0,0,580 HEGEMAN AVE,BROOKLYN,NY,112077098,-73.889968,40.659845
331900010214,Public,PS 214 MICHAEL FRIEDSAM,0,0,0,2944 PITKIN AVE,BROOKLYN,NY,112083427,-73.862961,40.675881
331900010218,Public,JHS 218 JAMES P SINNOTT,0,0,0,370 FOUNTAIN AVE,BROOKLYN,NY,112084399,-73.874537,40.67002
331900010224,Public,PS 224 HALE A WOODRUFF,0,0,0,755 WORTMAN AVE,BROOKLYN,NY,112085599,-73.866542,40.664143
331900010273,Public,PS 273 WORTMAN,0,0,0,923 JEROME ST,BROOKLYN,NY,112078997,-73.879276,40.6585
331900010290,Public,PS 290 JUAN MOREL CAMPOS,0,0,0,135 SCHENCK AVE,BROOKLYN,NY,112072617,-73.889375,40.678182
331900010292,Public,JHS 292 MARGARET S DOUGLAS,0,0,0,301 VERMONT ST,BROOKLYN,NY,11207,-73.893319,40.671601
331900010292,Public,JHS 292 MARGARET S DOUGLAS,0,0,0,301 VERMONT ST,BROOKLYN,NY,11207,-73.893319,40.671601
331900010306,Public,PS 306 ETHAN ALLEN,0,0,0,970 VERMONT ST,BROOKLYN,NY,112078497,-73.88662,40.65534
331900010325,Public,FRESH CREEK SCHOOL (THE),0,0,0,875 WILLIAMS RD,BROOKLYN,NY,11207,-73.893294,40.653368
331900010328,Public,PS 328 PHYLLIS WHEATLEY,0,0,0,330 ALABAMA AVE,BROOKLYN,NY,112074099,-73.898249,40.667985
331900010345,Public,PS 345 PATROLMAN ROBERT BOLDEN,0,0,0,111 BERRIMAN ST,BROOKLYN,NY,112082399,-73.879886,40.676207
331900010346,Public,PS 346 ABE STARK,0,0,0,1400 PENNSYLVANIA AVE,BROOKLYN,NY,112392199,-73.881997,40.64664
331900010364,Public,IS 364 GATEWAY,0,0,0,1426 FREEPORT LOOP,BROOKLYN,NY,112392399,-73.881115,40.646211
331900010452,Public,FREDERICK DOUGLASS ACADEMY VIII MIDDLE SCHOOL,0,0,0,1400 PENNSYLVANIA AVE,BROOKLYN,NY,11239,-73.881997,40.64664
331900010557,Public,BROOKLYN GARDENS ELEMENTARY SCHOOL,0,0,0,574 DUMONT AVE,BROOKLYN,NY,11207,-73.897604,40.665446
331900010654,Public,VAN SICLEN COMMUNITY MIDDLE SCHOOL,0,0,0,800 VAN SICLEN AVE,BROOKLYN,NY,11207,-73.885704,40.659934
331900010661,Public,VISTA ACADEMY,0,0,0,350 LINWOOD ST,BROOKLYN,NY,11208,-73.884211,40.677112
331900010662,Public,LIBERTY AVENUE MIDDLE SCHOOL,0,0,0,350 LINWOOD ST,BROOKLYN,NY,11208,-73.884211,40.677112
331900010663,Public,SCHOOL OF THE FUTURE BROOKLYN,0,0,0,574 DUMONT AVE,BROOKLYN,NY,11207,-73.897604,40.665446
331900010677,Public,EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE,0,0,0,605 SHEPHERD AVE,BROOKLYN,NY,11208,-73.879131,40.669358
331900010678,Public,EAST NEW YORK MIDDLE SCHOOL OF EXCELLENCE,0,0,0,605 SHEPHERD AVE,BROOKLYN,NY,11208,-73.879131,40.669358
331900010760,Public,HIGHLAND PARK COMMUNITY SCHOOL,0,0,0,528 RIDGEWOOD AVE,BROOKLYN,NY,11208,-73.869434,40.685852
331900010907,Public,LEGACY SCHOOL OF THE ARTS,0,0,0,590 SHEFFIELD AVE,BROOKLYN,NY,11207,-73.894877,40.662243
331900010938,Public,PS 938,0,0,0,3269 ATLANTIC AVE,BROOKLYN,NY,11208,-73.875779,40.680964
331900011404,Public,ACADEMY FOR YOUNG WRITERS,0,0,0,1065 ELTON ST,BROOKLYN,NY,11208,-73.874064,40.657266
331900011409,Public,EAST NEW YORK FAMILY ACADEMY,0,0,0,145 PENNSYLVANIA AVE,BROOKLYN,NY,11207,-73.895976,40.673766
331900011422,Public,SPRING CREEK COMMUNITY SCHOOL,0,0,0,1065 ELTON ST,BROOKLYN,NY,11239,-73.874064,40.657266
331900011502,Public,FDNY-CAPTAIN VERNON A RICHARDS HIGH SCHOOL FOR FIRE AND LIFE SAFETY,0,0,0,400 PENNSYLVANIA AVE,BROOKLYN,NY,11207,-73.895122,40.666868
331900011504,Public,HIGH SCHOOL FOR CIVIL RIGHTS,0,0,0,400 PENNSYLVANIA AVE,BROOKLYN,NY,11207,-73.895122,40.666868
331900011507,Public,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,0,0,0,400 PENNSYLVANIA AVE,BROOKLYN,NY,11207,-73.895122,40.666868
331900011510,Public,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH HIGH SCHOOL,0,0,0,400 PENNSYLVANIA AVE,BROOKLYN,NY,11207,-73.895122,40.666868
331900011583,Public,MULTICULTURAL HIGH SCHOOL,0,0,0,999 JAMAICA AVE,BROOKLYN,NY,11208,-73.869305,40.693002
331900011615,Public,TRANSIT TECH CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,0,0,0,1 WELLS ST,BROOKLYN,NY,112082699,-73.875328,40.67878
331900011618,Public,ACADEMY OF INNOVATIVE TECHNOLOGY,0,0,0,999 JAMAICA AVE,BROOKLYN,NY,11208,-73.869305,40.693002
331900011639,Public,BROOKLYN LAB SCHOOL,0,0,0,999 JAMAICA AVE,BROOKLYN,NY,11208,-73.869305,40.693002
331900011659,Public,CYPRESS HILLS COLLEGIATE PREPARATORY SCHOOL,0,0,0,999 JAMAICA AVE,BROOKLYN,NY,11208,-73.869305,40.693002
331900011660,Public,W H MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,0,0,0,145 PENNSYLVANIA AVE,BROOKLYN,NY,112073017,-73.895976,40.673766
331900011683,Public,SCHOOL FOR CLASSICS HIGH SCHOOL,0,0,0,370 FOUNTAIN AVE,BROOKLYN,NY,11208,-73.874537,40.67002
331900011764,Public,URBAN ASSEMBLY SCHOOL FOR COLLABORATIVE HEALTHCARE (THE),0,0,0,999 JAMAICA AVE,BROOKLYN,NY,11208,-73.869305,40.693002
331900011953,Public,NEW DISTRICT HIGH SCHOOL,0,0,0,800 VAN SICLEN AVE,BROOKLYN,NY,11207,-73.8855966,40.6598585
331900126022,Non-Public,BLESSED SACRAMENT CATHOLIC ACADEMY,0,0,0,187 EUCLID AVE,BROOKLYN,NY,112081421,-73.8741122,40.6838721
331900126088,Non-Public,SALVE REGINA CATHOLIC ACADEMY,0,0,0,237 JEROME ST,BROOKLYN,NY,112073209,-73.8870665,40.6759878
331900228395,Non-Public,BEER HAGOLAH INSTITUTE,0,0,0,671 LOUISIANA AVE,BROOKLYN,NY,112391514,-73.8832162,40.6460097
331900228604,Non-Public,BEER HAGOLAH INSTITUTE HIGH SCHOOL,0,0,0,671 LOUISIANA AVE,BROOKLYN,NY,112391514,-73.8832162,40.6460097
331900659843,Non-Public,FOLLOWERS OF JESUS SCHOOL,0,0,0,3065 ATLANTIC AVE,BROOKLYN,NY,112081157,-73.8818233,40.6792659
331900808781,Non-Public,NEW GRACE EDUCATION CENTER,0,0,0,650 LIVONIA AVE,BROOKLYN,NY,112075406,-73.8927625,40.6647459
331900858851,Non-Public,TREY WHITFIELD SCHOOL,0,0,0,17 HINSDALE ST,BROOKLYN,NY,112072317,-73.9009846,40.6749222
331900860880,Charter,ACHIEVEMENT FIRST EAST NEW YORK CHARTER SCHOOL,0,0,0,557 PENNSYLVANIA AVE,BROOKLYN,NY,11207,-73.893328,40.664067
331900860891,Charter,,,,,800 VAN SICLEN,BROOKLYN,NY,11207,-73.885704,40.659934
331900860933,Charter,ACHIEVEMENT FIRST APOLLO CHARTER SCHOOL,0,0,0,350 LINWOOD ST,BROOKLYN,NY,11208,-73.884211,40.677112
331900860958,Charter,BROOKLYN SCHOLARS CHARTER SCHOOL,0,0,0,2635 LINDEN BLVD,BROOKLYN,NY,112084907,-73.867138,40.669356
331900860972,Charter,HYDE LEADERSHIP CHARTER SCHOOL - BROOKLYN,0,0,0,330 ALABAMA AVE,BROOKLYN,NY,11207,-73.898249,40.667985
331900860973,Charter,IMAGINE ME LEADERSHIP CHARTER SCHOOL,0,0,0,818 SCHENCK AVE,BROOKLYN,NY,112077904,-73.883469,40.660077
331900860993,Charter,ACHIEVEMENT FIRST ASPIRE CHARTER SCHOOL,0,0,0,982 HEGEMAN AVE,BROOKLYN,NY,11208,-73.876084,40.665817
331900861065,Charter,COLLEGIATE ACADEMY FOR MATHEMATICS AND PERSONAL AWARENESS CHARTER SCHOOL,0,0,0,1962-84 LINDEN BLVD,BROOKLYN,NY,11207,-73.888775,40.65787
331900861072,Charter,,,,,800 VAN SICLEN AVE,BROOKLYN,NY,11207,-73.885704,40.659934
331900861131,Charter,CYPRESS HILLS ASCEND CHARTER SCHOOL,0,0,0,205 ROCKAWAY PKWY,BROOKLYN,NY,11212,-73.867071,40.681183
331900861132,Charter,EAST BROOKLYN ASCEND CHARTER SCHOOL (EBACS),0,0,0,396 GRANT AVE,BROOKLYN,NY,11208,-73.867071,40.681183
332000010030,Public,PS/IS 30 MARY WHITE OVINGTON,0,0,0,7002 4TH AVE,BROOKLYN,NY,11209,-74.02395,40.633598
332000010048,Public,PS 48 MAPLETON,0,0,0,6015 18TH AVE,BROOKLYN,NY,112042294,-73.987165,40.621481
332000010062,Public,JHS 62 DITMAS,0,0,0,700 CORTELYOU RD,BROOKLYN,NY,112184500,-73.971153,40.638087
332000010069,Public,PS 69 VINCENT D GRIPPO SCHOOL,0,0,0,6302 9TH AVE,BROOKLYN,NY,11220,-74.009752,40.632392
332000010069,Public,PS 69 VINCENT D GRIPPO SCHOOL,0,0,0,6302 9TH AVE,BROOKLYN,NY,11220,-74.009752,40.632392
332000010102,Public,PS 102 BAYVIEW (THE),0,0,0,211 72ND ST,BROOKLYN,NY,112092197,-74.028758,40.634318
332000010104,Public,PS/IS 104 FORT HAMILTON SCHOOL (THE),0,0,0,9115 5TH AVE,BROOKLYN,NY,112092197,-74.028492,40.618077
332000010105,Public,PS 105 BLYTHEBOURNE (THE),0,0,0,1031 59TH ST,BROOKLYN,NY,112194894,-74.003635,40.63332
332000010112,Public,PS 112 LEFFERTS PARK,0,0,0,7115 15TH AVE,BROOKLYN,NY,112282699,-74.000565,40.619417
332000010127,Public,PS 127 MCKINLEY PARK,0,0,0,7805 7TH AVE,BROOKLYN,NY,112282699,-74.018429,40.623687
332000010160,Public,PS 160 WILLIAM T SAMPSON,0,0,0,5105 FORT HAMILTON PKWY,BROOKLYN,NY,11219,-73.999045,40.636932
332000010163,Public,PS 163 BATH BEACH,0,0,0,109 BAY 14TH ST,BROOKLYN,NY,112143699,-74.007469,40.606739
332000010164,Public,PS 164 CAESAR RODNEY,0,0,0,4211 14TH AVE,BROOKLYN,NY,112194894,-73.985739,40.637101
332000010170,Public,RALPH A FABRIZIO SCHOOL,0,0,0,619 72ND ST,BROOKLYN,NY,112092197,-74.018719,40.630373
332000010170,Public,RALPH A FABRIZIO SCHOOL,0,0,0,619 72ND ST,BROOKLYN,NY,112092197,-74.018719,40.630373
332000010176,Public,PS 176 OVINGTON,0,0,0,1225 69TH ST,BROOKLYN,NY,112194894,-74.005205,40.624835
332000010179,Public,PS 179 KENSINGTON,0,0,0,202 AVE C,BROOKLYN,NY,112184500,-73.97726,40.640127
332000010180,Public,SEEALL ACADEMY (THE),0,0,0,5601 16TH AVE,BROOKLYN,NY,112042294,-73.98925,40.626454
332000010185,Public,PS 185 WALTER KASSENBROCK,0,0,0,8601 RIDGE BLVD,BROOKLYN,NY,112092197,-74.033429,40.623598
332000010186,Public,PS 186 DR IRVING A GLADSTONE,0,0,0,7601 19TH AVE,BROOKLYN,NY,112143699,-73.994258,40.610917
332000010187,Public,IS 187 CHRISTA MCAULIFFE SCHOOL (THE),0,0,0,1171 65TH ST,BROOKLYN,NY,112194894,-74.003883,40.627929
332000010192,Public,PS 192 MAGNET SCHOOL FOR MATH AND SCIENCE INQUIRY (THE),0,0,0,4715 18TH AVE,BROOKLYN,NY,112042294,-73.97954,40.6288
332000010200,Public,PS 200 BENSON SCHOOL,0,0,0,1940 BENSON AVE,BROOKLYN,NY,112143699,-74.001915,40.602809
332000010201,Public,JHS 201 DYKER HEIGHTS (THE),0,0,0,8010 12TH AVE,BROOKLYN,NY,112282699,-74.013749,40.619043
332000010204,Public,PS 204 VINCE LOMBARDI,0,0,0,8101 15TH AVE,BROOKLYN,NY,112282699,-74.006137,40.613535
332000010205,Public,PS 205 CLARION,0,0,0,6701 20TH AVE,BROOKLYN,NY,112042292,-73.986792,40.614737
332000010220,Public,JHS 220 JOHN J PERSHING,0,0,0,4812 9TH AVE,BROOKLYN,NY,112203791,-74.00125,40.640997
332000010223,Public,JHS 223 MONTAUK (THE),0,0,0,4200 16TH AVE,BROOKLYN,NY,112042294,-73.982424,40.6351
332000010227,Public,JHS 227 EDWARD B SHALLOW,0,0,0,6500 16TH AVE,BROOKLYN,NY,112042294,-73.995961,40.622102
332000010229,Public,PS 229 DYKER,0,0,0,1400 BENSON AVE,BROOKLYN,NY,112282699,-74.013585,40.610331
332000010247,Public,PS 247,0,0,0,7000 21ST AVE,BROOKLYN,NY,112042294,-73.987195,40.612247
332000010259,Public,JHS 259 WILLIAM MCKINLEY,0,0,0,7301 FT HAMILTON PKWY,BROOKLYN,NY,112282699,-74.014633,40.626089
332000010264,Public,PS 264 BAY RIDGE ELEMENTARY SCHOOL FOR THE ARTS,0,0,0,371 89TH ST,BROOKLYN,NY,11209,-74.029444,40.621025
332000010310,Public,SCHOOL FOR FUTURE LEADERS (THE),0,0,0,942 62ND ST,BROOKLYN,NY,11219,-74.007533,40.632143
332000010503,Public,PS 503 SCHOOL OF DISCOVERY (THE),0,0,0,330 59TH ST,BROOKLYN,NY,11220,-74.019299,40.64195
332000010506,Public,PS 506 SCHOOL OF JOURNALISM AND TECHNOLOGY (THE),0,0,0,330 59TH ST,BROOKLYN,NY,11220,-74.019299,40.64195
332000010682,Public,ACADEMY OF TALENTED SCHOLARS (THE),0,0,0,50 AVE P,BROOKLYN,NY,11218,-73.986678,40.606994
332000010686,Public,BROOKLYN SCHOOL OF INQUIRY,0,0,0,50 AVE P,BROOKLYN,NY,11218,-73.986678,40.606994
332000010748,Public,PS 748 BROOKLYN SCHOOL FOR GLOBAL SCHOLARS,0,0,0,1664 BENSON AVE,BROOKLYN,NY,11214,-74.007469,40.606739
332000010936,Public,PS 936,0,0,0,270 59TH ST 90,BROOKLYN,NY,11220,-74.0204425,40.6429768
332000010939,Public,PS 939,0,0,0,270 59TH ST,BROOKLYN,NY,11220,-74.0204425,40.6429768
332000010971,Public,"SCHOOL OF MATH, SCIENCE AND HEALTHY LIVING",0,0,0,6214 4TH AVE,BROOKLYN,NY,11220,-74.020343,40.639518
332000011445,Public,NEW UTRECHT HIGH SCHOOL,1,0,0,1601 80TH ST,BROOKLYN,NY,112141699,-74.002308,40.613041
332000011485,Public,HIGH SCHOOL OF TELECOMMUNICATION ARTS AND TECHNOLOGY,0,0,0,350 67TH ST,BROOKLYN,NY,112205301,-74.023419,40.636721
332000011490,Public,FORT HAMILTON HIGH SCHOOL,0,0,0,8301 SHORE RD,BROOKLYN,NY,112094200,-74.038103,40.626827
332000011505,Public,FRANKLIN DELANO ROOSEVELT HIGH SCHOOL,0,0,0,5800 20TH AVE,BROOKLYN,NY,112042098,-73.982583,40.621299
332000011609,Public,URBAN ASSEMBLY SCHOOL FOR CRIMINAL JUSTICE,0,0,0,4200 16TH AVE,BROOKLYN,NY,11204,-73.982424,40.6351
332000126013,Non-Public,SAINT ANSELM CATHOLIC ACADEMY,0,0,0,365 83RD ST,BROOKLYN,NY,112094404,-74.0277171,40.6253463
332000126020,Non-Public,SAINT BERNADETTE CATHOLIC ACADEMY,0,0,0,1313 83RD ST,BROOKLYN,NY,112283009,-74.0113293,40.6154832
332000126035,Non-Public,SAINT EPHREM CATHOLIC ACADEMY,0,0,0,924 74TH ST,BROOKLYN,NY,112281997,-74.01507,40.6257844
332000126038,Non-Public,FONTBONNE HALL ACADEMY,0,0,0,9901 SHORE RD,BROOKLYN,NY,112097999,-74.0363466,40.6137217
332000126098,Non-Public,,,,,1514 72ND ST,BROOKLYN,NY,112282114,-74.0008763,40.6190236
332000126106,Non-Public,OUR LADY OF PERPETUAL HELP CATHOLIC ACADEMY OF BROOKLYN,0,0,0,5902 6TH AVE,BROOKLYN,NY,112204001,-74.0139918,40.6386825
332000126112,Non-Public,SAINT PATRICK CATHOLIC ACADEMY,0,0,0,401 97TH ST,BROOKLYN,NY,112097405,-74.0312516,40.6147426
332000126140,Non-Public,VISITATION ACADEMY,0,0,0,8902 RIDGE BLVD,BROOKLYN,NY,11209,-74.0358417,40.6214272
332000126142,Non-Public,XAVERIAN HIGH SCHOOL,0,0,0,7100 SHORE RD,BROOKLYN,NY,112091098,-74.0356122,40.6366748
332000126145,Non-Public,,,,,337 74TH ST,BROOKLYN,NY,112092509,-74.0262942,40.6320693
332000206898,Non-Public,,,,,4420 15TH AVE,BROOKLYN,NY,112191699,-73.9854363,40.6348678
332000207910,Non-Public,,,,,5301 14TH AVE,BROOKLYN,NY,112194038,-73.992202,40.630942
332000225437,Non-Public,,,,,5301 14TH AVE,BROOKLYN,NY,112194038,-73.992202,40.630942
332000225438,Non-Public,,,,,401 ELMWOOD AVE,BROOKLYN,NY,11230,-73.9734299,40.627504
332000225453,Non-Public,,,,,1462 62ND ST,BROOKLYN,NY,11219,-73.9959466,40.6250487
332000225465,Non-Public,TALMUD TORAH OHR MOSHE,0,0,0,1774 58TH ST,BROOKLYN,NY,112042249,-73.9864693,40.623237
332000225654,Non-Public,YESHIVA KETANA OF BENSONHURST,0,0,0,2025 67TH ST,BROOKLYN,NY,112044607,-73.986102,40.6150613
332000226061,Non-Public,,,,,1760 53RD ST,BROOKLYN,NY,11204,-73.9839242,40.626236
332000226101,Non-Public,,,,,1231 51ST ST,BROOKLYN,NY,11219,-73.9944909,40.6349131
332000226126,Non-Public,MOSDOS SATMAR BP,0,0,0,507 OCEAN PKWY,BROOKLYN,NY,11218,-73.9720294,40.6359816
332000226183,Non-Public,,,,,1681 42ND ST,BROOKLYN,NY,11204,-73.9793484,40.6338191
332000226197,Non-Public,TALMUD TORAH TIFERES YECHIEL D'ALEKSANDER INC,0,0,0,3909 15TH ST,BROOKLYN,NY,11218,-73.9885478,40.6651991
332000226199,Non-Public,CONGREGATION YESHIVA BNEI TORAH INC,0,0,0,1571 55TH ST,BROOKLYN,NY,11219,-73.9893159,40.6281276
332000226218,Non-Public,,,,,1446 51ST ST,BROOKLYN,NY,112195440,-73.9900505,40.6317127
332000226225,Non-Public,,,,,1531 63RD ST,BROOKLYN,NY,11219,-73.9949509,40.6241188
332000226229,Non-Public,BAIS YAAKOV OF BENSONHURST,0,0,0,3901 14TH AVE,BROOKLYN,NY,11219,-73.9840449,40.6391332
332000226250,Non-Public,CONGREGATION DARKEI AVOS SANZ OF BP,0,0,0,1177 48TH ST,BROOKLYN,NY,11219,-73.9937747,40.6370714
332000226270,Non-Public,YESODEI BINA INC,0,0,0,1051 59TH ST,BROOKLYN,NY,11219,-74.003043,40.6327808
332000226331,Non-Public,TALMUD TORAH D'CHASIDEI GUR,0,0,0,1360-64 42ND ST,BROOKLYN,NY,11219,-73.9866645,40.6378554
332000226339,Non-Public,CONGREGATION CHASIDEI BELZ BETH MALKA0,0,0,0,54 AVE O,BROOKLYN,NY,11204,-73.983281,40.610044
332000226343,Non-Public,,,,,4622 14TH AVE,BROOKLYN,NY,11219,-73.9888245,40.6350473
332000226359,Non-Public,,,,,2143 65TH ST,BROOKLYN,NY,11204,-73.9823372,40.6147594
332000226379,Non-Public,,,,,1315  43RD ST,BROOKLYN,NY,11219,-73.9880763,40.6382393
332000226380,Non-Public,,,,,1318-20  43RD ST,BROOKLYN,NY,11219,-73.988256,40.637883
332000226381,Non-Public,,,,,1362-49 ST,BROOKLYN,NY,11219,-73.9906473,40.6339245
332000226383,Non-Public,,,,,5815 20TH AVE,BROOKLYN,NY,11219,-73.9818551,40.6199715
332000226385,Non-Public,MOSDOS SATMAR BP SCHOOL FOR GIRLS,0,0,0,4421 15TH AVE,BROOKLYN,NY,11219,-73.9850001,40.6345545
